folder,com_news_amount,com_title_list,ceo_news_amount,ceo_title_list,alpha_news_amount,alpha_news_sentiment_mean,date_global_quote,open_price,high_price,low_price,closing_price,volume,date_federal_funds_rate,federal_funds_rate,date_currency_exchange_rate,currency_exchange_rate,date_cpi,cpi,date_inflation,inflation,date_unenployment,unemployment,date_eps,eps,date_gdp,gdp,date_retail_sales,retail_sales,market_capitalization,ebitda,pe_ratio,peg_ratio,book_value,dividend_per_share,dividend_yield,eps,revenue_per_share_ttm,profit_margin,operating_margin_ttm,return_on_assets_ttm,return_on_equity_ttm,revenue_ttm,gross_profit_ttm,diluted_eps_ttm,quarterly_earnings_growth_yoy,quarterly_revenue_growth_yoy,analyst_target_price,trailing_pe,forward_pe,price_to_sales_ratio_ttm,price_to_book_ratio,ev_to_revenue,ev_to_ebitda,beta,week_high_52,week_low_52,day_moving_average_50,day_moving_average_200,shares_outstanding,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
20231208,2,"['Next Avenue: 5 unforgettable towns for a winter getaway', 'Some places are simply unforgettable in winter, offering distinctive experiences and traditions. Here are 5 favorites, both snowy and non-snowy.', 'Chill sets in for consumer lending apps; what’s cooking at food delivery platforms?', 'Consumer lending firms are set for difficult days ahead as a central bank diktat on reining in unsecured loans has choked off much-needed credit lines.']",0,0,13,0.19934915384615384,2023-12-08,605.0000,610.2300,601.3000,610.0100,2499653,2023-12-07,5.33,2023-12-09 10:11:03,144.99300000,2023-10-01,307.671,2022-01-01,8.00279982052117,2023-11-01,3.7,2023-11-30,11.8,2023-07-01,5640.366,2023-10-01,608839.0,277177532000,1862000000,54.65,2.259,34.6,0,0.0115,11.8,41.11,0.271,0.347,0.144,0.34,18886001000,15441000000,11.14,0.26,0.103,619.43,54.65,33.9,14.68,17.56,14.49,36.55,1.335,628.6,318.6,566.05,473.87,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20240223,2,"['Sotheby’s, Russians, Theft: Insurer Must Defend in High-end Miami Realty Suit', 'In the glittering world of high-end south Florida real estate, One Sotheby’s International Realty is known as one of the biggest players in the market. This month, the firm is handling the rental of NBA superstar Kevin Durant’s penthouse in …', 'CISA orders federal agencies to fix ConnectWise ScreenConnect bug in a week', 'U.S. Cybersecurity and Infrastructure Security Agency (CISA) adds ConnectWise ScreenConnect bug to its Known Exploited Vulnerabilities catalog. The U.S. Cybersecurity and Infrastructure Security Agency (CISA)\xa0added a ConnectWise ScreenConnect vulnerability, t…']",0,0,1,0.346928,2024-02-23,543.4900,557.1800,541.4800,553.4400,4546484,2024-02-22,5.33,2024-02-24 10:11:01,150.44000000,2024-01-01,308.417,2022-01-01,8.00279982052121,2024-01-01,3.7,2023-11-30,16.07,2023-10-01,5769.95,2024-01-01,554784.0,242981650000,2162000000,45.44,2.002,36.3,None,None,16.07,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.83,0.278,0.116,652.57,45.44,30.03,12.52,14.71,12.33,30.73,1.335,638.25,320.7,599.94,533.66,452000000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20240118,2,"['3D Animation Market Expected to Surge, Anticipated to Hit $65,067.3 Million by 2033 - Persistence Market Research', 'The global 3D Animation Market growth is driven by several factors, including the increasing demand for visual effects (VFX) in the media and entertainment industries, the rising popularity of 3D mobile games and applications, and the adoption of cloud-based …', 'Latest Adobe Inc. (ADBE) Financial Report: How Are They Shaping the Future of Their Industry', 'Adobe experienced strong demand in fiscal year 2023 for its Digital Media and Digital Experience offerings, driven by its innovative product roadmap. ADBE saw growth in software-based subscription revenue and released Adobe Firefly, a group of AI models for g…']",0,0,1,0.294637,2024-01-18,586.9000,596.8900,584.2100,593.7000,2793610,2024-01-17,5.33,2024-01-19 10:11:01,147.91000000,2023-12-01,306.746,2022-01-01,8.00279982052121,2023-12-01,3.7,2023-11-30,16.07,2023-07-01,5642.697,2023-12-01,675361.0,272123822000,2162000000,50.52,2.216,36.3,0,0.0115,16.07,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.8,0.278,0.116,651.48,50.52,33.22,14.02,16.31,13.69,34.13,1.33,633.89,318.6,598.07,505.89,452000000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20240224,1,"['Anant-Radhika के प्री वेडिंग सेरेमनी में परफॉर्म करेंगे Rihanna-अरिजीत सिंह, सामने आई सेलेब्स की लिस्ट', 'Anant Ambani And Radhika Merchant pre wedding: जामनगर में खूब धूम-धड़ाके के साथ मुकेश अंबानी (Mukesh Ambani) और नीता अंबानी (Nita Ambani) के छोटे बेटे अनंत अंबानी के प्री वेडिंग फंक्शन हो रहे हैं। अनंत अंबानी की शादी Encore Healthcare Pvt Ltd के CEO वीरेन मर्…']",2,"['अंबानींचे शाही प्री-वेडिंग फेस्टिव्हल; रिहाना-झुकरबर्ग लावणार हजेरी? पाहा पाहुण्यांच्या यादी', 'Anant Ambani and Radhika Merchant Wedding Guest List: अब्जाधीश उद्योगपती मुकेश अंबानी यांच्या घरात सध्या आनंदाचे वातावरण आहे. आकाश आणि इशा दोन्ही आपापल्या आयुष्यात सेटल झाल्यानंतर आता धाकटा मुलगा अनंत अंबानी प्रेयसी राधिका मर्चंटबरोबर लग्नाच्या बेडीत अडकणार आ…', '黄仁勋最新专访分享对GPU未来和竞争对手的看法 称华为是个好公司', '最近，《连线》的记者采访了英伟达CEO黄仁勋。记者表示，与Jensen\nHuang交流应该带有警告标签，因为这位NVIDIA首席执行官对人工智能的发展方向如此投入，以至于在经过近 90\n分钟的热烈交谈后，我（指代本采访的记者，下同）确信未来将是神经网络的涅槃。\r\n\n我还可以看到这一切：机器人复兴、医疗天赐物（medical godsends）、自动驾驶汽车、有记忆的聊天机器人。该公司圣克拉拉园区的建筑物并没有起到任何作用。无论我的目光落在哪里，我都会看到三角形中的三角形，这种形状帮助英伟达获得了第一笔财富。黄是过…']",0,0.0,2024-02-23,543.4900,557.1800,541.4800,553.4400,4546484,2024-02-22,5.33,2024-02-25 10:11:04,150.44000000,2024-01-01,308.417,2022-01-01,8.00279982052121,2024-01-01,3.7,2023-11-30,16.07,2023-10-01,5769.95,2024-01-01,554784.0,250154877000,2162000000,46.74,2.061,36.3,None,None,16.07,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.84,0.278,0.116,652.57,46.74,30.96,12.89,15.14,12.69,31.65,1.335,638.25,320.7,597.05,535.66,452000000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20231222,5,"['Bennett Selby Investments LP Trims Position in Adobe Inc. (NASDAQ:ADBE)', 'Bennett Selby Investments LP cut its holdings in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 13.4% in the third quarter, according to its most recent filing with the Securities and Exchange Commission. The fund owned 2,140 shares of the software compa…', 'HB Wealth Management LLC Buys 1,147 Shares of Adobe Inc. (NASDAQ:ADBE)', 'HB Wealth Management LLC boosted its stake in Adobe Inc. (NASDAQ:ADBE – Free Report) by 19.2% in the third quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission. The firm owned 7,136 shares of the software company’s…', 'PFG Advisors Has $2.25 Million Stock Holdings in Adobe Inc. (NASDAQ:ADBE)', 'PFG Advisors raised its stake in Adobe Inc. (NASDAQ:ADBE – Free Report) by 1.9% during the 3rd quarter, according to the company in its most recent 13F filing with the SEC. The firm owned 4,410 shares of the software company’s stock after buying an additional…', 'Adobe (NASDAQ:ADBE) Rating Increased to Overweight at Barclays', 'Barclays upgraded shares of Adobe (NASDAQ:ADBE – Free Report) from an equal weight rating to an overweight rating in a report released on Monday, MarketBeat reports. The firm currently has $700.00 target price on the software company’s stock, up from their pr…', 'Microglia facilitate and stabilize the response to general anesthesia via modulating the neuronal network in a brain region-specific manner', 'General anesthesia leads to a loss of consciousness and an unrousable state in patients. Although general anesthetics are widely used in clinical practice, their underlying mechanisms remain elusive. The potential involvement of nonneuronal cells is unknown. …']",0,0,2,0.08519849999999998,2023-12-22,600.8000,601.8600,596.0000,598.7500,1660631,2023-12-21,5.33,2023-12-23 10:11:02,142.44100000,2023-11-01,307.051,2022-01-01,8.00279982052121,2023-11-01,3.7,2023-11-30,16.07,2023-07-01,5642.697,2023-11-01,625140.0,273243750000,1862000000,50.77,2.211,36.3,0,0.0115,16.07,42.47,0.28,0.345,0.146,0.355,19409000000,15441000000,11.82,0.278,0.116,647.68,50.77,33.22,13.98,16.43,13.79,34.38,1.335,633.89,318.6,581.97,486.15,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20240124,2,"['Splunk fixed high-severity flaw impacting Windows versions', 'Splunk addressed multiple vulnerabilities in Splunk Enterprise, including a high-severity flaw impacting Windows installs. Splunk addressed multiple vulnerabilities in Splunk Enterprise, including a high-severity flaw, tracked as CVE-2024-23678 (CVSS score 7.…', 'SAP announces major restructuring plan impacting 8,000 jobs', 'Germany-based enterprise software giant SAP SE said today it plans to restructure as many as 8,000 roles, as part of a wider effort to focus on growth in artificial intelligence-driven business areas. The restructuring would be implemented mainly through volu…']",0,0,3,0.2620546666666667,2024-01-24,601.7100,616.9500,597.4600,606.4800,2962390,2024-01-23,5.33,2024-01-25 10:11:01,147.58000000,2023-12-01,306.746,2022-01-01,8.00279982052121,2023-12-01,3.7,2023-11-30,16.07,2023-07-01,5642.697,2023-12-01,675361.0,269925351000,2162000000,50.52,2.22,36.3,0,0.0115,16.07,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.82,0.278,0.116,652.49,50.52,33.33,13.91,16.34,13.71,34.19,1.33,633.89,318.6,600.2,510.26,452000000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20240321,3,"['Ivanti urges customers to fix critical RCE flaw in Standalone Sentry solution', 'Ivanti urges customers to address a critical remote code execution vulnerability impacting the Standalone Sentry solution. Ivanti addressed a critical remote code execution vulnerability, tracked as CVE-2023-41724 (CVSS score of 9.6), impacting Standalone Sen…', 'BKM Wealth Management LLC Invests $65,000 in Adobe Inc. (NASDAQ:ADBE)', 'BKM Wealth Management LLC purchased a new stake in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) in the 4th quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission. The firm purchased 109 shares of the software com…', 'Virtual Production Companies - Adobe Inc and NVIDIA Corporation are the Key Players', 'Chicago, March 20, 2024 (GLOBE NEWSWIRE) -- The virtual production market size\r\n is projected to grow from USD 2.6 billion in 2022 to USD 5.1 billion by 2027, at a CAGR of 14.5% from 2022 to 2027. Establishment of new virtual production studios expected to cr…']",0,0,4,0.3737465,2024-03-21,517.6000,519.7250,506.2000,511.2500,5206580,2024-03-20,5.33,2024-03-22 10:11:35,151.61100000,2024-02-01,310.326,2022-01-01,8.00279982052121,2024-02-01,3.9,2024-02-29,4.48,2023-10-01,5760.935,2024-02-01,555127.0,234934731000,2162000000,43.85,1.927,34.13,None,None,4.48,43.76,0.241,0.368,0.157,0.324,19936000000,15441000000,11.84,-0.498,0.113,627.9,43.85,28.9,11.78,14.23,11.91,29.71,1.294,638.25,331.89,581.32,551.32,452546000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20231202,1,"['ADOBE ALERT: Bragar Eagel & Squire, P.C. Reminds Investors that a Class Action Lawsuit Has Been Filed Against Adobe Inc. and Encourages Investors to Contact the Firm', 'NEW YORK, Dec. 01, 2023 (GLOBE NEWSWIRE) -- Bragar Eagel & Squire, P.C., a nationally recognized stockholder rights law firm, reminds investors that a class action lawsuit has been filed against Adobe Inc. (“Adobe” or the “Company”) (NASDAQ: ADBE) in the Unit…']",0,0,4,0.19662825,2023-12-01,609.2400,615.2000,603.1800,612.4700,2490500,2023-11-30,5.33,2023-12-03 10:11:01,146.83600000,2023-10-01,307.671,2022-01-01,8.00279982052117,2023-10-01,3.9,2023-11-30,11.8,2023-07-01,5640.366,2023-10-01,608839.0,278857581000,1862000000,54.98,2.292,34.6,0,0.0115,11.8,41.11,0.271,0.347,0.144,0.34,18886001000,15441000000,11.14,0.26,0.103,561.83,54.98,34.36,14.88,17.82,14.7,37.09,1.324,628.6,318.6,556.52,467.72,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20240311,3,"['Hackers exploited WordPress Popup Builder plugin flaw to compromise 3,300 sites', 'Threat actors are hacking WordPress sites by exploiting a vulnerability, tracked as CVE-2023-6000, in old versions of the Popup Builder plugin. In January, Sucuri researchers reported that Balada Injector malware infected over 7100 WordPress sites using a vul…', 'Wochenvorschau: Termine bis 17. März 2024', 'Die wichtigsten Ereignisse der Wirtschaft, Börse und Konjunktur.', 'Adobe Inc. to Post Q1 2024 Earnings of $3.65 Per Share, Zacks Research Forecasts (NASDAQ:ADBE)', 'Adobe Inc. (NASDAQ:ADBE – Free Report) – Stock analysts at Zacks Research increased their Q1 2024 earnings per share (EPS) estimates for shares of Adobe in a report issued on Thursday, March 7th. Zacks Research analyst S. Mete now forecasts that the software …']",0,0,9,0.20175844444444443,2024-03-11,552.4500,562.6900,551.0200,560.4200,2846609,2024-03-08,5.33,2024-03-12 10:11:01,147.44500000,2024-01-01,308.417,2022-01-01,8.00279982052121,2024-02-01,3.9,2024-02-29,0,2023-10-01,5760.935,2024-01-01,554784.0,249665094000,2162000000,46.75,2.054,36.3,None,None,0,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.8,0.278,0.116,653.38,46.75,30.77,12.86,15.11,12.67,31.59,1.294,638.25,328.17,587.76,545.88,452546000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20231210,0,0,0,0,4,0.12883024999999998,2023-12-08,605.0000,610.2300,601.3000,610.0100,2499653,2023-12-07,5.33,2023-12-11 10:11:02,146.14600000,2023-10-01,307.671,2022-01-01,8.00279982052117,2023-11-01,3.7,2023-11-30,11.8,2023-07-01,5640.366,2023-10-01,608839.0,277737570000,1862000000,54.96,2.264,34.6,0,0.0115,11.8,41.11,0.271,0.347,0.144,0.34,18886001000,15441000000,11.1,0.26,0.103,619.43,54.96,34.01,14.71,17.61,14.52,36.64,1.335,628.6,318.6,568.16,475.19,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20240307,2,"['CISA adds Apple iOS and iPadOS memory corruption bugs to its Known Exploited Vulnerabilities Catalog', 'U.S. Cybersecurity and Infrastructure Security Agency (CISA) adds Apple iOS and iPadOS memory corruption vulnerabilities to its Known Exploited Vulnerabilities catalog. The U.S. Cybersecurity and Infrastructure Security Agency (CISA)\xa0added\xa0the following vulne…', 'Adobe (ADBE) Scheduled to Post Quarterly Earnings on Thursday', 'Adobe (NASDAQ:ADBE – Get Free Report) is scheduled to announce its earnings results before the market opens on Thursday, March 14th. Analysts expect the company to announce earnings of $4.38 per share for the quarter. Individual that wish to listen to the com…']",0,0,3,0.20400133333333334,2024-03-07,550.0000,558.3800,541.5900,556.0400,2660544,2024-03-06,5.33,2024-03-08 10:11:33,146.97600000,2024-01-01,308.417,2022-01-01,8.00279982052121,2024-01-01,3.7,2024-02-29,0,2023-10-01,5760.935,2024-01-01,554784.0,245773206000,2162000000,45.87,2.022,36.3,None,None,0,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.84,0.278,0.116,653.38,45.87,30.3,12.66,14.87,12.47,31.08,1.294,638.25,323.29,590.69,543.15,452546000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20231109,4,"['Global Audience Analytics Market to Reah $10 Billion by 2030: Increase in Social Media Activity and Need to Draw Qualitative Data Analysis Drives Focus onto Audience Analytics', 'Dublin, Nov. 09, 2023 (GLOBE NEWSWIRE) -- The ""Audience Analytics - Global Strategic Business Report"" report has been added to ResearchAndMarkets.com\'s offering.', ""Global Cloud Collaboration Market Driven by IT Industry's Growth, Set to Surpass $81.1 Billion by 2028"", 'Dublin, Nov. 09, 2023 (GLOBE NEWSWIRE) -- The ""Cloud Collaboration Market: Global Industry Trends, Share, Size, Growth, Opportunity and Forecast 2023-2028"" report has been added to ResearchAndMarkets.com\'s offering.', 'Global Application Server Market Size to Worth USD 64.15 Billion by 2032 | CAGR of 12.6%', 'The Global Application Server Market Size was valued at USD 19.58 Billion in 2022 and the Worldwide Application Server Market Size is expected to reach USD 64.15 Billion by 2032. According to a research report published by Spherical Insights & Consulting, Com…', 'How Ebikes Can Make Using Your Bike For Transportation Practical, Even Pleasurable', 'You are already doing your bit for a clean energy future — you are driving an electric car or truck. However, riding a bike, even an ebike, is even cleaner. You will use much less energy. Here’s how using an ebike can make using a bike for transportation not …']",0,0,3,0.022395666666666664,2023-11-09,587.5100,590.0400,576.3400,577.7400,2336580,2023-11-08,5.33,2023-11-10 13:43:01,151.43900000,2023-09-01,307.789,2022-01-01,8.00279982052117,2023-10-01,3.9,2023-08-31,11.8,2023-07-01,5633.594,2023-09-01,592660.0,263045022000,1862000000,52.05,1.481,34.6,0,0.0115,11.8,41.11,0.271,0.347,0.144,0.34,18886001000,15441000000,11.1,0.26,0.103,569.7,52.05,22.22,8.89,10.99,9.13,22.68,1.324,595.67,318.6,539.79,450.31,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20240113,0,0,0,0,1,0.147051,2024-01-12,598.3900,599.3800,593.0177,596.5400,1472167,2024-01-11,5.33,2024-01-14 10:11:01,144.89600000,2023-12-01,306.746,2022-01-01,8.00279982052121,2023-12-01,3.7,2023-11-30,16.07,2023-07-01,5642.697,2023-11-01,625140.0,272100966000,1862000000,50.51,2.217,36.3,0,0.0115,16.07,42.47,0.28,0.345,0.146,0.355,19409000000,15441000000,11.81,0.278,0.116,593.6,50.51,33.22,14.02,16.44,13.8,34.4,1.33,633.89,318.6,594.97,502.61,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20240114,1,"['Short Interest in Adobe Inc. (NASDAQ:ADBE) Increases By 36.7%', 'Adobe Inc. (NASDAQ:ADBE – Get Free Report) was the recipient of a significant growth in short interest in the month of December. As of December 31st, there was short interest totalling 6,450,000 shares, a growth of 36.7% from the December 15th total of 4,720,…']",0,0,0,0.0,2024-01-12,598.3900,599.3800,593.0177,596.5400,1472167,2024-01-11,5.33,2024-01-15 10:11:02,145.75400000,2023-12-01,306.746,2022-01-01,8.00279982052121,2023-12-01,3.7,2023-11-30,16.07,2023-07-01,5642.697,2023-11-01,625140.0,272100966000,1862000000,50.51,2.217,36.3,0,0.0115,16.07,42.47,0.28,0.345,0.146,0.355,19409000000,15441000000,11.81,0.278,0.116,651.48,50.51,33.22,14.02,16.44,13.8,34.4,1.33,633.89,318.6,596.26,503.73,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
